2026-04-12 19:04:06 | INFO | Running pipeline stages: prepare, generate, evaluate, aggregate
2026-04-12 19:04:06 | INFO | Downloading HumanEval-X python from https://huggingface.co/datasets/zai-org/humaneval-x/resolve/main/data/python/data/humaneval.jsonl
2026-04-12 19:04:06 | INFO | Loaded 164 HumanEval-X tasks for python
2026-04-12 19:04:06 | INFO | Downloading HumanEval-X cpp from https://huggingface.co/datasets/zai-org/humaneval-x/resolve/main/data/cpp/data/humaneval.jsonl
2026-04-12 19:04:06 | INFO | Loaded 164 HumanEval-X tasks for cpp
2026-04-12 19:04:06 | INFO | Downloading HumanEval-X java from https://huggingface.co/datasets/zai-org/humaneval-x/resolve/main/data/java/data/humaneval.jsonl
2026-04-12 19:04:07 | INFO | Loaded 164 HumanEval-X tasks for java
2026-04-12 19:04:07 | INFO | Prepared 10 shared problem IDs across languages python, cpp, java
2026-04-12 19:04:30 | INFO | Generated 0 | python | runtime | cache=False
2026-04-12 19:10:06 | INFO | Generated 0 | java | memory | cache=False
2026-04-12 19:10:19 | INFO | Generated 0 | java | balanced | cache=False
2026-04-12 19:10:23 | INFO | Generated 1 | java | runtime | cache=False
2026-04-12 19:10:30 | INFO | Generated 1 | java | memory | cache=False
2026-04-12 19:10:42 | INFO | Generated 1 | java | balanced | cache=False
2026-04-12 19:10:49 | INFO | Generated 2 | java | runtime | cache=False
2026-04-12 19:10:54 | INFO | Generated 2 | java | memory | cache=False
2026-04-12 19:10:58 | INFO | Generated 2 | java | balanced | cache=False
2026-04-12 19:11:02 | INFO | Generated 3 | java | runtime | cache=False
2026-04-12 19:11:07 | INFO | Generated 3 | java | memory | cache=False
2026-04-12 19:11:11 | INFO | Generated 3 | java | balanced | cache=False
2026-04-12 19:11:17 | INFO | Generated 4 | java | runtime | cache=False
2026-04-12 19:11:26 | INFO | Generated 4 | java | memory | cache=False
2026-04-12 19:11:33 | INFO | Generated 4 | java | balanced | cache=False
2026-04-12 19:11:37 | INFO | Generated 5 | java | runtime | cache=False
2026-04-12 19:11:42 | INFO | Generated 5 | java | memory | cache=False
2026-04-12 19:11:50 | INFO | Generated 5 | java | balanced | cache=False
2026-04-12 19:12:00 | INFO | Generated 6 | java | runtime | cache=False
2026-04-12 19:12:06 | INFO | Generated 6 | java | memory | cache=False
2026-04-12 19:12:17 | INFO | Generated 6 | java | balanced | cache=False
2026-04-12 19:12:21 | INFO | Generated 7 | java | runtime | cache=False
2026-04-12 19:12:26 | INFO | Generated 7 | java | memory | cache=False
2026-04-12 19:12:38 | INFO | Generated 7 | java | balanced | cache=False
2026-04-12 19:12:44 | INFO | Generated 8 | java | runtime | cache=False
2026-04-12 19:12:52 | INFO | Generated 8 | java | memory | cache=False
2026-04-12 19:13:00 | INFO | Generated 8 | java | balanced | cache=False
2026-04-12 19:13:04 | INFO | Generated 9 | java | runtime | cache=False
2026-04-12 19:13:10 | INFO | Generated 9 | java | memory | cache=False
2026-04-12 19:13:14 | INFO | Generated 9 | java | balanced | cache=False
2026-04-12 19:13:16 | INFO | Evaluated baseline | 0 | python
2026-04-12 19:13:17 | INFO | Evaluated optimized | 0 | python | runtime
2026-04-12 19:13:19 | INFO | Evaluated optimized | 0 | python | memory
2026-04-12 19:13:21 | INFO | Evaluated optimized | 0 | python | balanced
2026-04-12 19:13:22 | INFO | Evaluated baseline | 1 | python
2026-04-12 19:13:24 | INFO | Evaluated optimized | 1 | python | runtime
2026-04-12 19:13:26 | INFO | Evaluated optimized | 1 | python | memory
2026-04-12 19:13:27 | INFO | Evaluated optimized | 1 | python | balanced
2026-04-12 19:13:29 | INFO | Evaluated baseline | 2 | python
2026-04-12 19:13:30 | INFO | Evaluated optimized | 2 | python | runtime
2026-04-12 19:13:32 | INFO | Evaluated optimized | 2 | python | memory
2026-04-12 19:13:33 | INFO | Evaluated optimized | 2 | python | balanced
2026-04-12 19:13:35 | INFO | Evaluated baseline | 3 | python
2026-04-12 19:13:37 | INFO | Evaluated optimized | 3 | python | runtime
2026-04-12 19:13:38 | INFO | Evaluated optimized | 3 | python | memory
2026-04-12 19:13:40 | INFO | Evaluated optimized | 3 | python | balanced
2026-04-12 19:13:42 | INFO | Evaluated baseline | 4 | python
2026-04-12 19:13:43 | INFO | Evaluated optimized | 4 | python | runtime
2026-04-12 19:13:45 | INFO | Evaluated optimized | 4 | python | memory
2026-04-12 19:13:47 | INFO | Evaluated optimized | 4 | python | balanced
2026-04-12 19:13:48 | INFO | Evaluated baseline | 5 | python
2026-04-12 19:13:50 | INFO | Evaluated optimized | 5 | python | runtime
2026-04-12 19:13:52 | INFO | Evaluated optimized | 5 | python | memory
2026-04-12 19:13:54 | INFO | Evaluated optimized | 5 | python | balanced
2026-04-12 19:13:55 | INFO | Evaluated baseline | 6 | python
2026-04-12 19:13:57 | INFO | Evaluated optimized | 6 | python | runtime
2026-04-12 19:13:59 | INFO | Evaluated optimized | 6 | python | memory
2026-04-12 19:14:00 | INFO | Evaluated optimized | 6 | python | balanced
2026-04-12 19:14:02 | INFO | Evaluated baseline | 7 | python
2026-04-12 19:14:04 | INFO | Evaluated optimized | 7 | python | runtime
2026-04-12 19:14:05 | INFO | Evaluated optimized | 7 | python | memory
2026-04-12 19:14:07 | INFO | Evaluated optimized | 7 | python | balanced
2026-04-12 19:14:08 | INFO | Evaluated baseline | 8 | python
2026-04-12 19:14:10 | INFO | Evaluated optimized | 8 | python | runtime
2026-04-12 19:14:12 | INFO | Evaluated optimized | 8 | python | memory
2026-04-12 19:14:13 | INFO | Evaluated optimized | 8 | python | balanced
2026-04-12 19:14:15 | INFO | Evaluated baseline | 9 | python
2026-04-12 19:14:17 | INFO | Evaluated optimized | 9 | python | runtime
2026-04-12 19:14:18 | INFO | Evaluated optimized | 9 | python | memory
2026-04-12 19:14:20 | INFO | Evaluated optimized | 9 | python | balanced
2026-04-12 19:14:22 | INFO | Evaluated baseline | 0 | cpp
2026-04-12 19:14:23 | INFO | Evaluated optimized | 0 | cpp | runtime
2026-04-12 19:14:25 | INFO | Evaluated optimized | 0 | cpp | memory
2026-04-12 19:14:27 | INFO | Evaluated optimized | 0 | cpp | balanced
2026-04-12 19:14:29 | INFO | Evaluated baseline | 1 | cpp
2026-04-12 19:14:30 | INFO | Evaluated optimized | 1 | cpp | runtime
2026-04-12 19:14:32 | INFO | Evaluated optimized | 1 | cpp | memory
2026-04-12 19:14:34 | INFO | Evaluated optimized | 1 | cpp | balanced
2026-04-12 19:14:35 | INFO | Evaluated baseline | 2 | cpp
2026-04-12 19:14:35 | INFO | Evaluated optimized | 2 | cpp | runtime
2026-04-12 19:14:35 | INFO | Evaluated optimized | 2 | cpp | memory
2026-04-12 19:14:35 | INFO | Evaluated optimized | 2 | cpp | balanced
2026-04-12 19:14:37 | INFO | Evaluated baseline | 3 | cpp
2026-04-12 19:14:38 | INFO | Evaluated optimized | 3 | cpp | runtime
2026-04-12 19:14:40 | INFO | Evaluated optimized | 3 | cpp | memory
2026-04-12 19:14:42 | INFO | Evaluated optimized | 3 | cpp | balanced
2026-04-12 19:14:43 | INFO | Evaluated baseline | 4 | cpp
2026-04-12 19:14:45 | INFO | Evaluated optimized | 4 | cpp | runtime
2026-04-12 19:14:46 | INFO | Evaluated optimized | 4 | cpp | memory
2026-04-12 19:14:48 | INFO | Evaluated optimized | 4 | cpp | balanced
2026-04-12 19:14:50 | INFO | Evaluated baseline | 5 | cpp
2026-04-12 19:14:51 | INFO | Evaluated optimized | 5 | cpp | runtime
2026-04-12 19:14:53 | INFO | Evaluated optimized | 5 | cpp | memory
2026-04-12 19:14:55 | INFO | Evaluated optimized | 5 | cpp | balanced
2026-04-12 19:14:56 | INFO | Evaluated baseline | 6 | cpp
2026-04-12 19:14:58 | INFO | Evaluated optimized | 6 | cpp | runtime
2026-04-12 19:14:59 | INFO | Evaluated optimized | 6 | cpp | memory
2026-04-12 19:15:01 | INFO | Evaluated optimized | 6 | cpp | balanced
2026-04-12 19:15:03 | INFO | Evaluated baseline | 7 | cpp
2026-04-12 19:15:04 | INFO | Evaluated optimized | 7 | cpp | runtime
2026-04-12 19:15:12 | INFO | Evaluated optimized | 7 | cpp | memory
2026-04-12 19:15:14 | INFO | Evaluated optimized | 7 | cpp | balanced
2026-04-12 19:15:15 | INFO | Evaluated baseline | 8 | cpp
2026-04-12 19:15:17 | INFO | Evaluated optimized | 8 | cpp | runtime
2026-04-12 19:15:18 | INFO | Evaluated optimized | 8 | cpp | memory
2026-04-12 19:15:19 | INFO | Evaluated optimized | 8 | cpp | balanced
2026-04-12 19:15:21 | INFO | Evaluated baseline | 9 | cpp
2026-04-12 19:15:22 | INFO | Evaluated optimized | 9 | cpp | runtime
2026-04-12 19:15:24 | INFO | Evaluated optimized | 9 | cpp | memory
2026-04-12 19:15:25 | INFO | Evaluated optimized | 9 | cpp | balanced
2026-04-12 19:15:26 | INFO | Evaluated baseline | 0 | java
2026-04-12 19:15:27 | INFO | Evaluated optimized | 0 | java | runtime
2026-04-12 19:15:27 | INFO | Evaluated optimized | 0 | java | memory
2026-04-12 19:15:27 | INFO | Evaluated optimized | 0 | java | balanced
2026-04-12 19:15:28 | INFO | Evaluated baseline | 1 | java
2026-04-12 19:15:28 | INFO | Evaluated optimized | 1 | java | runtime
2026-04-12 19:15:28 | INFO | Evaluated optimized | 1 | java | memory
2026-04-12 19:15:29 | INFO | Evaluated optimized | 1 | java | balanced
2026-04-12 19:15:29 | INFO | Evaluated baseline | 2 | java
2026-04-12 19:15:29 | INFO | Evaluated optimized | 2 | java | runtime
2026-04-12 19:15:30 | INFO | Evaluated optimized | 2 | java | memory
2026-04-12 19:15:30 | INFO | Evaluated optimized | 2 | java | balanced
2026-04-12 19:15:30 | INFO | Evaluated baseline | 3 | java
2026-04-12 19:15:31 | INFO | Evaluated optimized | 3 | java | runtime
2026-04-12 19:15:31 | INFO | Evaluated optimized | 3 | java | memory
2026-04-12 19:15:32 | INFO | Evaluated optimized | 3 | java | balanced
2026-04-12 19:15:32 | INFO | Evaluated baseline | 4 | java
2026-04-12 19:15:32 | INFO | Evaluated optimized | 4 | java | runtime
2026-04-12 19:15:33 | INFO | Evaluated optimized | 4 | java | memory
2026-04-12 19:15:33 | INFO | Evaluated optimized | 4 | java | balanced
2026-04-12 19:15:33 | INFO | Evaluated baseline | 5 | java
2026-04-12 19:15:34 | INFO | Evaluated optimized | 5 | java | runtime
2026-04-12 19:15:34 | INFO | Evaluated optimized | 5 | java | memory
2026-04-12 19:15:35 | INFO | Evaluated optimized | 5 | java | balanced
2026-04-12 19:15:35 | INFO | Evaluated baseline | 6 | java
2026-04-12 19:15:35 | INFO | Evaluated optimized | 6 | java | runtime
2026-04-12 19:15:36 | INFO | Evaluated optimized | 6 | java | memory
2026-04-12 19:15:36 | INFO | Evaluated optimized | 6 | java | balanced
2026-04-12 19:15:36 | INFO | Evaluated baseline | 7 | java
2026-04-12 19:15:37 | INFO | Evaluated optimized | 7 | java | runtime
2026-04-12 19:15:37 | INFO | Evaluated optimized | 7 | java | memory
2026-04-12 19:15:38 | INFO | Evaluated optimized | 7 | java | balanced
2026-04-12 19:15:38 | INFO | Evaluated baseline | 8 | java
2026-04-12 19:15:38 | INFO | Evaluated optimized | 8 | java | runtime
2026-04-12 19:15:39 | INFO | Evaluated optimized | 8 | java | memory
2026-04-12 19:15:39 | INFO | Evaluated optimized | 8 | java | balanced
2026-04-12 19:15:40 | INFO | Evaluated baseline | 9 | java
2026-04-12 19:15:40 | INFO | Evaluated optimized | 9 | java | runtime
2026-04-12 19:15:40 | INFO | Evaluated optimized | 9 | java | memory
2026-04-12 19:15:41 | INFO | Evaluated optimized | 9 | java | balanced
2026-04-12 19:15:41 | INFO | Wrote raw runs CSV to /Users/peng397/Desktop/multi-objective-statistical-analysis/results/raw_runs.csv
2026-04-12 19:15:41 | INFO | Wrote summary CSV to /Users/peng397/Desktop/multi-objective-statistical-analysis/results/analysis_ready.csv
2026-04-12 19:23:59 | INFO | Running pipeline stages: evaluate, aggregate
2026-04-12 19:24:01 | INFO | Evaluated baseline | 0 | java
2026-04-12 19:24:02 | INFO | Evaluated optimized | 0 | java | runtime
2026-04-12 19:24:04 | INFO | Evaluated optimized | 0 | java | memory
2026-04-12 19:24:05 | INFO | Evaluated optimized | 0 | java | balanced
2026-04-12 19:24:07 | INFO | Evaluated baseline | 1 | java
2026-04-12 19:24:08 | INFO | Evaluated optimized | 1 | java | runtime
2026-04-12 19:24:10 | INFO | Evaluated optimized | 1 | java | memory
2026-04-12 19:24:11 | INFO | Evaluated optimized | 1 | java | balanced
2026-04-12 19:24:13 | INFO | Evaluated baseline | 2 | java
2026-04-12 19:24:14 | INFO | Evaluated optimized | 2 | java | runtime
2026-04-12 19:24:16 | INFO | Evaluated optimized | 2 | java | memory
2026-04-12 19:24:17 | INFO | Evaluated optimized | 2 | java | balanced
2026-04-12 19:24:18 | INFO | Evaluated baseline | 3 | java
2026-04-12 19:24:20 | INFO | Evaluated optimized | 3 | java | runtime
2026-04-12 19:24:21 | INFO | Evaluated optimized | 3 | java | memory
2026-04-12 19:24:23 | INFO | Evaluated optimized | 3 | java | balanced
2026-04-12 19:24:24 | INFO | Evaluated baseline | 4 | java
2026-04-12 19:24:26 | INFO | Evaluated optimized | 4 | java | runtime
2026-04-12 19:24:27 | INFO | Evaluated optimized | 4 | java | memory
2026-04-12 19:24:29 | INFO | Evaluated optimized | 4 | java | balanced
2026-04-12 19:24:30 | INFO | Evaluated baseline | 5 | java
2026-04-12 19:24:32 | INFO | Evaluated optimized | 5 | java | runtime
2026-04-12 19:24:33 | INFO | Evaluated optimized | 5 | java | memory
2026-04-12 19:24:35 | INFO | Evaluated optimized | 5 | java | balanced
2026-04-12 19:24:36 | INFO | Evaluated baseline | 6 | java
2026-04-12 19:24:38 | INFO | Evaluated optimized | 6 | java | runtime
2026-04-12 19:24:39 | INFO | Evaluated optimized | 6 | java | memory
2026-04-12 19:24:41 | INFO | Evaluated optimized | 6 | java | balanced
2026-04-12 19:24:42 | INFO | Evaluated baseline | 7 | java
2026-04-12 19:24:43 | INFO | Evaluated optimized | 7 | java | runtime
2026-04-12 19:24:45 | INFO | Evaluated optimized | 7 | java | memory
2026-04-12 19:24:46 | INFO | Evaluated optimized | 7 | java | balanced
2026-04-12 19:24:48 | INFO | Evaluated baseline | 8 | java
2026-04-12 19:24:49 | INFO | Evaluated optimized | 8 | java | runtime
2026-04-12 19:24:51 | INFO | Evaluated optimized | 8 | java | memory
2026-04-12 19:24:52 | INFO | Evaluated optimized | 8 | java | balanced
2026-04-12 19:24:54 | INFO | Evaluated baseline | 9 | java
2026-04-12 19:24:55 | INFO | Evaluated optimized | 9 | java | runtime
2026-04-12 19:24:57 | INFO | Evaluated optimized | 9 | java | memory
2026-04-12 19:24:59 | INFO | Evaluated optimized | 9 | java | balanced
2026-04-12 19:24:59 | INFO | Wrote raw runs CSV to /Users/peng397/Desktop/multi-objective-statistical-analysis/results/raw_runs.csv
2026-04-12 19:24:59 | INFO | Wrote summary CSV to /Users/peng397/Desktop/multi-objective-statistical-analysis/results/analysis_ready.csv
